old_sku,old_item_name,old_category,old_unit,old_cost,old_retail,old_qty,new_sku,new_item_name,new_category,action,selected_source,notes
FG-359,ENVELOPE A5,DRY GOODS,pcs,5.0,5.0,1000.0,FGH-DRY-GOODS-065,ENVELOPE A5,DRY GOODS,RENAME,YES,
FG-3,EXE ALL PURPOSE,DRY GOODS,pkt,155.0,166.0,906.0,FGH-DRY-GOODS-066,EXE ALL PURPOSE,DRY GOODS,RENAME,YES,
FG-399,FALCON RICE,DRY GOODS,kg,100.0,100.0,996.0,FGH-DRY-GOODS-067,FALCON RICE,DRY GOODS,RENAME,YES,
FG-390,FAMILA WIMBI,DRY GOODS,pkt,100.0,100.0,994.0,FGH-DRY-GOODS-068,FAMILA WIMBI,DRY GOODS,RENAME,YES,
FG-96,FILM,DRY GOODS,pcs,700.0,700.0,991.0,FGH-DRY-GOODS-069,FILM,DRY GOODS,RENAME,YES,
FG-18,FISH,DRY GOODS,kg,280.0,280.0,530.0,FGH-DRY-GOODS-070,FISH,DRY GOODS,RENAME,YES,
FG-145,FISH FILLETS,DRY GOODS,kg,275.0,275.0,1000.0,FGH-DRY-GOODS-071,FISH FILLETS,DRY GOODS,RENAME,YES,
FG-58,FISH MASALA,DRY GOODS,pcs,200.0,200.0,998.0,FGH-DRY-GOODS-072,FISH MASALA,DRY GOODS,RENAME,YES,
FG-97,FOIL,DRY GOODS,pcs,1400.0,1400.0,990.0,FGH-DRY-GOODS-073,FOIL,DRY GOODS,RENAME,YES,
FG-443,FRESH MILK,DRY GOODS,ltr,0.0,0.0,0.0,FGH-DRY-GOODS-074,FRESH MILK,DRY GOODS,KEEP / RENAME,YES,
FG-45,GARAM MASALA,DRY GOODS,pcs,190.0,190.0,997.0,FGH-DRY-GOODS-075,GARAM MASALA,DRY GOODS,RENAME,YES,
FG-92,GARLIC,DRY GOODS,pcs,25.0,25.0,955.0,FGH-DRY-GOODS-076,GARLIC,DRY GOODS,RENAME,YES,
FG-49,GARLIC POWDER,DRY GOODS,pcs,180.0,180.0,990.0,FGH-DRY-GOODS-077,GARLIC POWDER,DRY GOODS,RENAME,YES,
FG-88,GINGER,DRY GOODS,kg,250.0,200.0,976.0,FGH-DRY-GOODS-078,GINGER,DRY GOODS,RENAME,YES,
FG-48,GINGER POWDER,DRY GOODS,pcs,150.0,150.0,999.0,FGH-DRY-GOODS-079,GINGER POWDER,DRY GOODS,RENAME,YES,
FG-366,GRAM FLOUR,DRY GOODS,pkt,450.0,450.0,1000.0,FGH-DRY-GOODS-080,GRAM FLOUR,DRY GOODS,RENAME,YES,
FG-371,HAIRNETS,DRY GOODS,pcs,1.0,1.0,780.0,FGH-DRY-GOODS-081,HAIRNETS,DRY GOODS,RENAME,YES,
FG-95,HAND TOWELS,DRY GOODS,pcs,162.0,162.0,914.0,FGH-DRY-GOODS-082,HAND TOWELS,DRY GOODS,RENAME,YES,
FG-387,HAND WASH,DRY GOODS,ltr,60.0,60.0,966.0,FGH-DRY-GOODS-083,HAND WASH,DRY GOODS,RENAME,YES,
FG-43,HANNAN TISSUE,DRY GOODS,pcs,35.0,35.0,1000.0,FGH-DRY-GOODS-084,HANNAN TISSUE,DRY GOODS,RENAME,YES,
FG-348,HARPIC,DRY GOODS,ltr,160.0,160.0,1000.0,FGH-DRY-GOODS-085,HARPIC,DRY GOODS,RENAME,YES,
FG-89,HOHO,DRY GOODS,pcs,10.0,10.0,870.0,FGH-DRY-GOODS-086,HOHO,DRY GOODS,RENAME,YES,
FG-67,HONEY CARTON,DRY GOODS,ctn,2700.0,2700.0,1000.0,FGH-DRY-GOODS-087,HONEY CARTON,DRY GOODS,RENAME,YES,
FG-342,HONEY PIECES,DRY GOODS,pcs,150.0,150.0,935.0,FGH-DRY-GOODS-088,HONEY PIECES,DRY GOODS,RENAME,YES,
FG-34,IDP,DRY GOODS,pcs,1150.0,1120.0,996.0,FGH-DRY-GOODS-089,IDP,DRY GOODS,RENAME,YES,
FG-98,JIK,DRY GOODS,ltr,100.0,100.0,997.0,FGH-DRY-GOODS-090,JIK,DRY GOODS,RENAME,YES,
FG-389,JOGOO WIMBI,DRY GOODS,pkt,100.0,100.0,998.0,FGH-DRY-GOODS-091,JOGOO WIMBI,DRY GOODS,RENAME,YES,
FG-160,JUICE STRAWS,DRY GOODS,pkt,180.0,180.0,993.0,FGH-DRY-GOODS-092,JUICE STRAWS,DRY GOODS,RENAME,YES,
FG-94,JUMBO TISSUE,DRY GOODS,pcs,105.0,105.0,980.0,FGH-DRY-GOODS-093,JUMBO TISSUE,DRY GOODS,RENAME,YES,
FG-181,KAMANDE,DRY GOODS,kg,100.0,100.0,1000.0,FGH-DRY-GOODS-094,KAMANDE,DRY GOODS,RENAME,YES,
FG-163,KETCHUP,DRY GOODS,pcs,500.0,500.0,1000.0,FGH-DRY-GOODS-096,KETCHUP,DRY GOODS,RENAME,YES,
FG-22,KHAKI PAPERS,DRY GOODS,pkt,290.0,290.0,975.0,FGH-DRY-GOODS-097,KHAKI PAPERS,DRY GOODS,RENAME,YES,
FG-108,KIENYEJI EGGS,DRY GOODS,pcs,20.0,20.0,1000.0,FGH-DRY-GOODS-098,KIENYEJI EGGS,DRY GOODS,MERGE INTO,NO,
FG-137,KITCHEN CLEANER,DRY GOODS,pcs,240.0,240.0,998.0,FGH-DRY-GOODS-099,KITCHEN CLEANER,DRY GOODS,RENAME,YES,
FG-404,KITCHEN ROLL,DRY GOODS,pcs,0.0,0.0,962.0,FGH-DRY-GOODS-100,KITCHEN ROLL,DRY GOODS,RENAME,YES,
FG-37,KUKU KIENYEJI,DRY GOODS,pcs,800.0,800.0,1000.0,FGH-DRY-GOODS-101,KUKU KIENYEJI,DRY GOODS,RENAME,YES,
FG-171,LEEKS,DRY GOODS,kg,30.0,30.0,1000.0,FGH-DRY-GOODS-102,LEEKS,DRY GOODS,RENAME,YES,
FG-175,LEMON SQUEZER,DRY GOODS,pcs,500.0,500.0,1000.0,FGH-DRY-GOODS-103,LEMON SQUEEZER,DRY GOODS,RENAME,YES,Name → LEMON SQUEEZER
FG-87,LEMONS,DRY GOODS,kg,80.0,80.0,881.0,FGH-DRY-GOODS-104,LEMONS,DRY GOODS,RENAME,YES,
FG-169,LETTUCE,DRY GOODS,pcs,100.0,100.0,1000.0,FGH-DRY-GOODS-105,LETTUCE,DRY GOODS,RENAME,YES,
FG-64,LIGHT SOY SAUCE,DRY GOODS,pcs,350.0,300.0,1000.0,FGH-DRY-GOODS-106,LIGHT SOY SAUCE,DRY GOODS,KEEP / RENAME,YES,
FG-183,MACORONI,DRY GOODS,pkt,350.0,350.0,1000.0,FGH-DRY-GOODS-107,MACARONI,DRY GOODS,RENAME,YES,Name → MACARONI
FG-104,MANAGU,DRY GOODS,kg,100.0,100.0,1000.0,FGH-DRY-GOODS-108,MANAGU,DRY GOODS,RENAME,YES,
FG-35,MANGOES,DRY GOODS,pcs,40.0,40.0,815.0,FGH-DRY-GOODS-109,MANGOES,DRY GOODS,RENAME,YES,
FG-367,MARA MOJA,DRY GOODS,pcs,100.0,100.0,999.0,FGH-DRY-GOODS-110,MARA MOJA,DRY GOODS,RENAME,YES,
FG-357,MARKER PENS,DRY GOODS,pcs,30.0,30.0,1000.0,FGH-DRY-GOODS-111,MARKER PENS,DRY GOODS,RENAME,YES,
FG-400,MASTER MAIZE MEAL,DRY GOODS,pkt,150.0,150.0,1000.0,FGH-DRY-GOODS-112,MASTER MAIZE MEAL,DRY GOODS,RENAME,YES,
FG-99,MATCHBOX,DRY GOODS,pcs,26.0,26.0,988.0,FGH-DRY-GOODS-113,MATCHBOX,DRY GOODS,RENAME,YES,
FG-165,MATOKE,DRY GOODS,kg,300.0,300.0,1000.0,FGH-DRY-GOODS-114,MATOKE,DRY GOODS,RENAME,YES,
FG-416,MAYONAISE,DRY GOODS,pcs,620.0,620.0,1000.0,FGH-DRY-GOODS-115,MAYONNAISE,DRY GOODS,RENAME,YES,Name → MAYONNAISE
FG-374,MAYONNAISE 5LTRS,DRY GOODS,pcs,1150.0,1150.0,995.0,FGH-DRY-GOODS-116,MAYONNAISE 5L,DRY GOODS,RENAME,YES,Name → MAYONNAISE 5L
FG-149,MBUZI,DRY GOODS,kg,700.0,700.0,1000.0,FGH-DRY-GOODS-117,MBUZI,DRY GOODS,RENAME,YES,
FG-29,MELONS,DRY GOODS,pcs,350.0,350.0,982.0,FGH-DRY-GOODS-118,MELONS,DRY GOODS,RENAME,YES,
FG-406,MFALME,DRY GOODS,pcs,758.0,758.0,1000.0,FGH-DRY-GOODS-119,MFALME,DRY GOODS,RENAME,YES,
FG-106,MILK PACKET,DRY GOODS,ctn,650.0,680.0,947.0,FGH-DRY-GOODS-120,MILK PACKET,DRY GOODS,RENAME,YES,
FG-13,MILO SATCHETS,DRY GOODS,pcs,20.0,20.0,997.0,FGH-DRY-GOODS-121,MILO SACHETS,DRY GOODS,RENAME,YES,Name → MILO SACHETS
FG-80,MINCED MEAT,DRY GOODS,kg,680.0,680.0,1000.0,FGH-DRY-GOODS-122,MINCED MEAT,DRY GOODS,RENAME,YES,
FG-26,MINTS,DRY GOODS,pcs,130.0,204.0,1000.0,FGH-DRY-GOODS-123,MINTS,DRY GOODS,RENAME,YES,
FG-169-2,MIXED BLUT,DRY GOODS,pcs,550.0,0.0,1000.0,FGH-DRY-GOODS-124,MIXED BLUT,DRY GOODS,RENAME,YES,
FG-17,MIXED VEGES,DRY GOODS,pkt,180.0,180.0,980.0,FGH-DRY-GOODS-125,MIXED VEGES,DRY GOODS,RENAME,YES,
FG-388,MOPPERS,DRY GOODS,pcs,250.0,250.0,1000.0,FGH-DRY-GOODS-126,MOPPERS,DRY GOODS,RENAME,YES,
FG-345,MOZERELA CHEESE,DRY GOODS,pkt,1250.0,1250.0,1000.0,FGH-DRY-GOODS-127,MOZZARELLA CHEESE,DRY GOODS,RENAME,YES,Name → MOZZARELLA CHEESE
FG-188,MULTIPURPOSE DETERGENT,DRY GOODS,ltr,50.0,50.0,600.0,FGH-DRY-GOODS-128,MULTIPURPOSE DETERGENT,DRY GOODS,RENAME,YES,
FG-105,MURSIK,DRY GOODS,ltr,80.0,80.0,1000.0,FGH-DRY-GOODS-129,MURSIK,DRY GOODS,RENAME,YES,
FG-62,MUSHROOM CAN,DRY GOODS,pcs,560.0,560.0,1000.0,FGH-DRY-GOODS-130,MUSHROOM CAN,DRY GOODS,RENAME,YES,
FG-81,MUTTON,DRY GOODS,kg,680.0,680.0,1000.0,FGH-DRY-GOODS-131,MUTTON,DRY GOODS,RENAME,YES,
FG-182,NDENGU,DRY GOODS,kg,50.0,50.0,1000.0,FGH-DRY-GOODS-132,NDENGU,DRY GOODS,RENAME,YES,
FG-36,NDUMA,DRY GOODS,pcs,100.0,150.0,1000.0,FGH-DRY-GOODS-133,NDUMA,DRY GOODS,RENAME,YES,
FG-133,NESCAFE,DRY GOODS,pcs,10.0,10.0,635.0,FGH-DRY-GOODS-134,NESCAFE,DRY GOODS,RENAME,YES,
FG-184,NOTEBOOKS,DRY GOODS,pcs,35.0,35.0,1000.0,FGH-DRY-GOODS-135,NOTEBOOKS,DRY GOODS,RENAME,YES,
FG-84,ONIONS,DRY GOODS,kg,65.0,130.0,849.0,FGH-DRY-GOODS-136,ONIONS,DRY GOODS,RENAME,YES,
FG-140,ORDINARY GLASSES,DRY GOODS,pcs,65.0,50.0,418.0,FGH-DRY-GOODS-137,ORDINARY GLASSES,DRY GOODS,RENAME,YES,
FG-55,OREGANO,DRY GOODS,pcs,50.0,50.0,1000.0,FGH-DRY-GOODS-138,OREGANO,DRY GOODS,RENAME,YES,
FG-50,PAPRIKA,DRY GOODS,pcs,190.0,195.0,999.0,FGH-DRY-GOODS-139,PAPRIKA,DRY GOODS,RENAME,YES,
FG-31,PAWPAW,DRY GOODS,pcs,130.0,200.0,1000.0,FGH-DRY-GOODS-140,PAWPAW,DRY GOODS,RENAME,YES,
FG-146,PEAS,DRY GOODS,kg,70.0,70.0,1000.0,FGH-DRY-GOODS-141,PEAS,DRY GOODS,RENAME,YES,
FG-180,PEPPER,DRY GOODS,pcs,10.0,10.0,1000.0,FGH-DRY-GOODS-142,PEPPER,DRY GOODS,RENAME,YES,
FG-52,PILAU MASALA,DRY GOODS,pcs,50.0,285.0,993.0,FGH-DRY-GOODS-143,PILAU MASALA,DRY GOODS,RENAME,YES,
FG-53,PILAU MASALA WHOLE,DRY GOODS,pcs,50.0,280.0,1000.0,FGH-DRY-GOODS-144,PILAU MASALA WHOLE,DRY GOODS,RENAME,YES,
FG-154,PILIPILI,DRY GOODS,pcs,190.0,5.0,1000.0,FGH-DRY-GOODS-145,PILIPILI,DRY GOODS,RENAME,YES,
FG-30,PINEAPLES,DRY GOODS,pcs,150.0,150.0,945.0,FGH-DRY-GOODS-146,PINEAPPLES,DRY GOODS,RENAME,YES,Name → PINEAPPLES
FG-83,PORKCHOPS,DRY GOODS,pkt,1085.0,1085.0,1000.0,FGH-DRY-GOODS-147,PORKCHOPS,DRY GOODS,RENAME,YES,
FG-86,POTATOES,DRY GOODS,kg,50.0,55.0,0.0,FGH-DRY-GOODS-148,POTATOES,DRY GOODS,RENAME,YES,
FG-373,PRESTIGE,DRY GOODS,pcs,363.0,370.0,987.0,FGH-DRY-GOODS-149,PRESTIGE,DRY GOODS,RENAME,YES,
FG-39,PURE WIMBI,DRY GOODS,pkt,200.0,200.0,996.0,FGH-DRY-GOODS-150,PURE WIMBI,DRY GOODS,RENAME,YES,
FG-401,REAM,DRY GOODS,pcs,235.0,0.0,1000.0,FGH-DRY-GOODS-151,REAM,DRY GOODS,RENAME,YES,
FG-384,ROSEMARY LEAVE,DRY GOODS,pcs,21.0,10.0,1000.0,FGH-DRY-GOODS-152,ROSEMARY LEAVE,DRY GOODS,RENAME,YES,
FG-41,ROUND SOAPS,DRY GOODS,pcs,460.0,21.0,1000.0,FGH-DRY-GOODS-153,ROUND SOAPS,DRY GOODS,RENAME,YES,
FG-391,ROYCO CUBES,DRY GOODS,pcs,75.0,118.0,977.0,FGH-DRY-GOODS-154,ROYCO CUBES,DRY GOODS,RENAME,YES,
FG-375,SACKS,DRY GOODS,pcs,460.0,50.0,1000.0,FGH-DRY-GOODS-155,SACKS,DRY GOODS,RENAME,YES,
FG-343,SALT PER 2KG,DRY GOODS,pkt,568.0,75.0,984.0,FGH-DRY-GOODS-156,SALT PER 2KG,DRY GOODS,RENAME,YES,
FG-73,SALT SATCHETS,DRY GOODS,pkt,60.0,460.0,990.0,FGH-DRY-GOODS-157,SALT SACHETS,DRY GOODS,RENAME,YES,Name → SALT SACHETS
FG-16,SAUSAGES,DRY GOODS,pcs,160.0,568.0,855.0,FGH-DRY-GOODS-158,SAUSAGES,DRY GOODS,RENAME,YES,
FG-28,SCRUBBERS,DRY GOODS,pcs,160.0,50.0,978.0,FGH-DRY-GOODS-159,SCRUBBERS,DRY GOODS,RENAME,YES,
FG-14,SELFRAISING,DRY GOODS,pkt,160.0,165.0,959.0,FGH-DRY-GOODS-160,SELFRAISING,DRY GOODS,RENAME,YES,
FG-121,SERVIETTES,DRY GOODS,pcs,260.0,70.0,622.0,FGH-DRY-GOODS-161,SERVIETTES,DRY GOODS,RENAME,YES,
FG-42,SHOWER GEL,DRY GOODS,pcs,130.0,18.0,1000.0,FGH-DRY-GOODS-162,SHOWER GEL,DRY GOODS,RENAME,YES,
FG-382,SIMPLEX TISSUE,DRY GOODS,pkt,25.0,25.0,940.0,FGH-DRY-GOODS-163,SIMPLEX TISSUE,DRY GOODS,RENAME,YES,
FG-103,SKUMA,DRY GOODS,kg,0.0,0.0,1000.0,FGH-DRY-GOODS-176,SUKUMA WIKI,DRY GOODS,MERGE INTO,NO,Name → SUKUMA WIKI
FG-78,SMOKIES,DRY GOODS,pcs,427.0,427.0,1000.0,FGH-DRY-GOODS-164,SMOKIES,DRY GOODS,RENAME,YES,
FG-68,SODA,DRY GOODS,ctn,780.0,780.0,1000.0,FGH-DRY-GOODS-165,SODA,DRY GOODS,RENAME,YES,
FG-173,SODA TAKE AWAY,DRY GOODS,ctn,1480.0,1480.0,1000.0,FGH-DRY-GOODS-166,SODA TAKE AWAY,DRY GOODS,RENAME,YES,
FG-177,SOUP SPOONS,DRY GOODS,pcs,100.0,100.0,1000.0,FGH-DRY-GOODS-167,SOUP SPOONS,DRY GOODS,RENAME,YES,
FG-90,SPAGETTI,DRY GOODS,pcs,250.0,115.0,1000.0,FGH-DRY-GOODS-168,SPAGHETTI,DRY GOODS,KEEP / RENAME,YES,Name → SPAGHETTI
FG-161,SPRING ONIONS,DRY GOODS,pkt,137.5,100.0,1000.0,FGH-DRY-GOODS-169,SPRING ONIONS,DRY GOODS,RENAME,YES,
FG-356,STAPLE PINS,DRY GOODS,kg,150.0,150.0,1000.0,FGH-DRY-GOODS-170,STAPLE PINS,DRY GOODS,RENAME,YES,
FG-27,STEELWOOL,DRY GOODS,pcs,150.0,20.0,994.0,FGH-DRY-GOODS-171,STEEL WOOL,DRY GOODS,RENAME,YES,Name → STEEL WOOL
FG-144,STRAWBERRY ICECREAM,DRY GOODS,pkt,280.0,970.0,999.0,FGH-DRY-GOODS-172,STRAWBERRY ICECREAM,DRY GOODS,RENAME,YES,
FG-353,STRAWS,DRY GOODS,pkt,450.0,50.0,989.0,FGH-DRY-GOODS-173,STRAWS,DRY GOODS,RENAME,YES,
FG-1,SUGAR KG,DRY GOODS,kg,950.0,128.0,941.0,FGH-DRY-GOODS-174,SUGAR KG,DRY GOODS,RENAME,YES,
FG-74,SUGARSATCHETS,DRY GOODS,pkt,158.0,1500.0,986.0,FGH-DRY-GOODS-175,SUGAR SACHETS,DRY GOODS,RENAME,YES,Name → SUGAR SACHETS
FG-427,SUKUMA WIKI,DRY GOODS,kg,100.0,100.0,1000.0,FGH-DRY-GOODS-176,SUKUMA WIKI,DRY GOODS,KEEP / RENAME,YES,
FG-347,SWEET POTATOES,DRY GOODS,pcs,1500.0,50.0,995.0,FGH-DRY-GOODS-178,SWEET POTATOES,DRY GOODS,RENAME,YES,
FG-167,SWEETBANANA,DRY GOODS,pcs,10.0,15.0,1000.0,FGH-DRY-GOODS-177,SWEET BANANA,DRY GOODS,RENAME,YES,Name → SWEET BANANA
FG-174,T-BONE STEAK,DRY GOODS,pcs,50.0,2075.0,1000.0,FGH-DRY-GOODS-179,T-BONE STEAK,DRY GOODS,RENAME,YES,
FG-128,TAKA AWAY FORKS,DRY GOODS,pcs,15.0,100.0,993.0,FGH-DRY-GOODS-180,TAKE AWAY FORKS,DRY GOODS,RENAME,YES,Name → TAKE AWAY FORKS
FG-372,TAKE AWAY SPOONS,DRY GOODS,pcs,2075.0,100.0,995.0,FGH-DRY-GOODS-181,TAKE AWAY SPOONS,DRY GOODS,RENAME,YES,
FG-21,TAKE AWAY TINS,DRY GOODS,pcs,100.0,115.0,926.0,FGH-DRY-GOODS-182,TAKE AWAY TINS,DRY GOODS,RENAME,YES,
FG-75,TEA BAGS,DRY GOODS,pkt,115.0,300.0,998.0,FGH-DRY-GOODS-183,TEA BAGS,DRY GOODS,RENAME,YES,
FG-364,TEA FLASK 1 LTR,DRY GOODS,pcs,300.0,1500.0,1000.0,FGH-DRY-GOODS-185,TEA FLASK 1L,DRY GOODS,RENAME,YES,Name → TEA FLASK 1L
FG-365,TEA FLASK 1/2 LTR,DRY GOODS,pcs,1500.0,750.0,1000.0,FGH-DRY-GOODS-184,TEA FLASK 1/2L,DRY GOODS,RENAME,YES,Name → TEA FLASK 1/2L
FG-65,TEA MASALA,DRY GOODS,pcs,750.0,290.0,1000.0,FGH-DRY-GOODS-187,TEA MASALA,DRY GOODS,RENAME,YES,
FG-172,TEALEAVES,DRY GOODS,pcs,290.0,160.0,986.0,FGH-DRY-GOODS-186,TEA LEAVES,DRY GOODS,RENAME,YES,Name → TEA LEAVES
FG-33,THERMAL ROLLS,DRY GOODS,pcs,180.0,150.0,834.0,FGH-DRY-GOODS-188,THERMAL ROLLS,DRY GOODS,RENAME,YES,
FG-360,THUMB TACKS,DRY GOODS,pcs,150.0,100.0,1000.0,FGH-DRY-GOODS-189,THUMB TACKS,DRY GOODS,RENAME,YES,
FG-120,TOILETBALLS,DRY GOODS,pcs,100.0,125.0,978.0,FGH-DRY-GOODS-190,TOILET BALLS,DRY GOODS,RENAME,YES,Name → TOILET BALLS
FG-11,TOMATO PASTE,DRY GOODS,pcs,125.0,370.0,970.0,FGH-DRY-GOODS-191,TOMATO PASTE,DRY GOODS,RENAME,YES,
FG-24,TOMATO SAUCE,DRY GOODS,pcs,390.0,400.0,985.0,FGH-DRY-GOODS-192,TOMATO SAUCE,DRY GOODS,RENAME,YES,
FG-25,TOMATO SAUCE TAKE AWAY,DRY GOODS,pcs,400.0,870.0,993.0,FGH-DRY-GOODS-193,TOMATO SAUCE TAKE AWAY,DRY GOODS,RENAME,YES,
FG-85,TOMATOES,DRY GOODS,kg,870.0,90.0,610.0,FGH-DRY-GOODS-194,TOMATOES,DRY GOODS,RENAME,YES,
FG-408,TOOTBRUSH,DRY GOODS,pcs,90.0,50.0,1000.0,FGH-DRY-GOODS-195,TOOTHBRUSH,DRY GOODS,KEEP / RENAME,YES,Name → TOOTHBRUSH
FG-349,TOOTHBRUSH,DRY GOODS,pcs,50.0,30.0,1000.0,FGH-DRY-GOODS-195,TOOTHBRUSH,DRY GOODS,MERGE INTO,NO,
FG-350,TOOTHPASTE,DRY GOODS,pcs,30.0,50.0,1000.0,FGH-DRY-GOODS-196,TOOTHPASTE,DRY GOODS,RENAME,YES,
FG-127,TOOTHPICKS,DRY GOODS,pkt,50.0,195.0,987.0,FGH-DRY-GOODS-197,TOOTHPICKS,DRY GOODS,RENAME,YES,
FG-130,TUMBLERS,DRY GOODS,pcs,195.0,195.0,842.0,FGH-DRY-GOODS-198,TUMBLERS,DRY GOODS,RENAME,YES,
FG-54,TUMERIC,DRY GOODS,pcs,124.0,176.0,984.0,FGH-DRY-GOODS-199,TURMERIC,DRY GOODS,RENAME,YES,Name → TURMERIC
FG-398,U MIX,DRY GOODS,pcs,150.0,260.0,1000.0,FGH-DRY-GOODS-200,U MIX,DRY GOODS,RENAME,YES,
FG-394,VANILLA ESSENCE,DRY GOODS,pcs,260.0,130.0,999.0,FGH-DRY-GOODS-201,VANILLA ESSENCE,DRY GOODS,RENAME,YES,
FG-19,VANILLA ICE CREAM,DRY GOODS,pkt,900.0,970.0,998.0,FGH-DRY-GOODS-202,VANILLA ICE CREAM,DRY GOODS,RENAME,YES,
FG-23,VIM,DRY GOODS,pcs,285.0,110.0,992.0,FGH-DRY-GOODS-203,VIM,DRY GOODS,RENAME,YES,
FG-126,VINEGAR,DRY GOODS,pcs,380.0,380.0,997.0,FGH-DRY-GOODS-204,VINEGAR,DRY GOODS,RENAME,YES,
FG-70,Water 500ml,DRY GOODS,pcs,21.0,41.0,1000.0,FGH-SOFT-DRINKS-025,WATER 500ML,SOFT DRINKS,KEEP / RENAME,YES,Category → SOFT DRINKS
FG-110,WEETABIX,DRY GOODS,pkt,450.0,450.0,1000.0,FGH-DRY-GOODS-205,WEETABIX,DRY GOODS,RENAME,YES,
FG-141,WHISKY GLASS,DRY GOODS,pcs,100.0,100.0,556.0,FGH-DRY-GOODS-206,WHISKY GLASS,DRY GOODS,RENAME,YES,
FG-112,WHITE BREADE,DRY GOODS,pcs,57.0,57.0,1000.0,FGH-DRY-GOODS-207,WHITE BREAD,DRY GOODS,RENAME,YES,Name → WHITE BREAD
FG-123,WHITEPEPPER,DRY GOODS,pcs,200.0,258.0,1000.0,FGH-DRY-GOODS-209,WHITE PEPPER,DRY GOODS,RENAME,YES,Name → WHITE PEPPER
FG-134,WHOLEMEAL,DRY GOODS,pkt,265.0,265.0,1000.0,FGH-DRY-GOODS-210,WHOLEMEAL,DRY GOODS,RENAME,YES,
FG-136,WINDOW CLEANER,DRY GOODS,pcs,255.0,230.0,1000.0,FGH-DRY-GOODS-211,WINDOW CLEANER,DRY GOODS,RENAME,YES,
FG-142,WINE GLASS,DRY GOODS,pcs,230.0,150.0,988.0,FGH-DRY-GOODS-212,WINE GLASS,DRY GOODS,RENAME,YES,
FG-101,WIPEX,DRY GOODS,pcs,150.0,130.0,1000.0,FGH-DRY-GOODS-213,WIPEX,DRY GOODS,RENAME,YES,
FG-66,YEAST,DRY GOODS,pcs,130.0,275.0,990.0,FGH-DRY-GOODS-214,YEAST,DRY GOODS,RENAME,YES,
FG-164,YELLOW BEANS,DRY GOODS,kg,97.71,70.0,972.0,FGH-DRY-GOODS-215,YELLOW BEANS,DRY GOODS,RENAME,YES,
FG-158,ZESTAJAM,DRY GOODS,pcs,400.0,400.0,1000.0,FGH-DRY-GOODS-216,ZESTAJAM,DRY GOODS,RENAME,YES,
FG-346,BEETROOTS,ENERGY DRINKS,pcs,30.0,30.0,1000.0,FGH-DRY-GOODS-019,BEETROOTS,DRY GOODS,RENAME,YES,Category → DRY GOODS
FG-219,MONSTER,ENERGY DRINKS,pcs,202.0,202.0,12.0,FGH-ENERGY-DRINKS-001,MONSTER,ENERGY DRINKS,RENAME,YES,
FG-220,RED BULL,ENERGY DRINKS,pcs,181.0,181.0,74.0,FGH-ENERGY-DRINKS-002,RED BULL,ENERGY DRINKS,MERGE INTO,NO,
FGH-FOOD-FRESHM-0001,Fresh Milk,food,ltr,0.0,0.0,0.0,FGH-DRY-GOODS-074,FRESH MILK,DRY GOODS,MERGE INTO,NO,Category → DRY GOODS
FGH-FOOD-KENTAS-0001,KENTASTE COCONUT OIL,food,pcs,0.0,0.0,0.0,FGH-DRY-GOODS-095,KENTASTE COCONUT OIL,DRY GOODS,KEEP / RENAME,YES,Category → DRY GOODS
FGH-FOOD-SPAGHE-0001,SPAGHETTI,food,pcs,0.0,0.0,0.0,FGH-DRY-GOODS-168,SPAGHETTI,DRY GOODS,MERGE INTO,NO,Category → DRY GOODS
FGB-STK-BRC-0002,KENTASTE COCONUT OIL,FOOD,pcs,0.0,0.0,0.0,FGH-DRY-GOODS-095,KENTASTE COCONUT OIL,DRY GOODS,MERGE INTO,NO,Category → DRY GOODS
FGB-STK-BEV-0012,LIGHT SOY SAUCE,FOOD,bottle,0.0,0.0,0.0,FGH-DRY-GOODS-106,LIGHT SOY SAUCE,DRY GOODS,MERGE INTO,NO,Category → DRY GOODS
FG-414,SPAGETTI,FOOD,pcs,0.0,0.0,1000.0,FGH-DRY-GOODS-168,SPAGHETTI,DRY GOODS,MERGE INTO,NO,Category → DRY GOODS; Name → SPAGHETTI
FG-221,GILBEYS 250ML,GIN,pcs,416.0,416.0,1.0,FGH-GIN-001,GILBEYS 250ML,GIN,KEEP / RENAME,YES,
FG-222,GILBEYS 350ML,GIN,pcs,576.0,576.0,0.0,FGH-GIN-002,GILBEYS 350ML,GIN,KEEP / RENAME,YES,
FG-223,GILBEYS 750ML,GIN,pcs,1240.0,1240.0,9.0,FGH-GIN-003,GILBEYS 750ML,GIN,KEEP / RENAME,YES,
FG-224,GORDONS 1LTR,GIN,pcs,1850.0,2500.0,1000.0,FGH-GIN-004,GORDONS 1L,GIN,KEEP / RENAME,YES,Name → GORDONS 1L
FG-225,GORDONS 350ML,GIN,pcs,1008.0,1008.0,17.0,FGH-GIN-005,GORDONS 350ML,GIN,KEEP / RENAME,YES,
FG-314,GORDONS 750ML,GIN,pcs,2000.0,2000.0,19.0,FGH-GIN-006,GORDONS 750ML,GIN,KEEP / RENAME,YES,
FG-405,TANGUARAY 1 LTR,GIN,pcs,3167.0,3167.0,1000.0,FGH-GIN-009,TANQUERAY 1L,GIN,RENAME,YES,Name → TANQUERAY 1L
FG-242,TANGUERAY 10YRS,GIN,pcs,3200.0,4500.0,1000.0,FGH-GIN-007,TANGUERAY 10YRS,GIN,RENAME,YES,
